ˈwaɪz.li	wisely
ˈkɪtʃɪn	kitchen
swaɪn	swine
ˌpɑːpjuˈleɪʃn	population
ˈver.ɪ.faɪ	verify
leɪs	lace
swɪft	swift
strʌk	struck
ˈkjʊəriəs	curious
ˈnɒlɪdʒ	knowledge
ˈten.ɪs	tennis
ˈdeɪ.tə.beɪs	database
ˈdʒenjuɪn	genuine
ˈɪtəli	Italy
ˈrʌbə(r)	rubber
naɪf	knife
ˈseɪ.bl̩	sable
ədˈvɜːs	adverse
rʌt	rut
stʌf	stuff
ɡlæd	glad
wɪðˈhəʊld	withhold
ˈbetər	better
prɪˈfɜːr	prefer
stɜːr	stir
ˌeɪviˈeɪʃ(ə)n	aviation
ɡrʌb	grub
tʃiːz	cheese
ˈfɒrɪst	forest
spred	spread
ˈwɪn.di	windy
ˈsiː.kwəl	sequel
ræsp	rasp
ˈsɜːkl	circle
ˈmʌn.θli	monthly
pəˈteɪtəʊ	potato
iˈmɜːrdʒ	emerge
ɪkˈspend	expend
tæks	tax
ˈsɜːrvɪs	service
ˈpeɪʃnt	patient
ɔːlˈmaɪ.ti	almighty
hɑːntʃ	haunch
ˈhɜːri	hurry
ˌɪn.əˈprəʊ.pri.ət	inappropriate
ˈspaɪsi	spicy
ˈlæs.ər.eɪt	lacerate
ˈneɪ.tɪv	native
prəˈduːs	produce
wɜːrk	work
ˈevriweə(r)	everywhere
skwer	square
ˌiːkəˈnɑːmɪk	economic
ˈkʊki	cookie
brɑː	bra
ˈʌl.sər	ulcer
əˈrest	arrest
hɜːrz	hers
ɪmˈpɜː.tɪ.nənt	impertinent
ˈplen.tɪ.fəl	plentiful
ˈdʌzn	dozen
ˈlɔːn.dri	laundry
ˈθɔːt.fəl	thoughtful
ˈpuː.dl̩	poodle
laɪð	lithe
meɪt	mate
haɪt	height
ˈtɜː.tl̩	turtle
ˈɡɑːdˌmʌð.ɚ	godmother
ɡlæs	glass
əˈmʌŋ	among
ˈtɪkɪt	ticket
blaɪnd	blind
dɪˈzaɪ.nər	designer
ˈvaɪə.lət	violet
dɪsˈɡreɪs	disgrace
ˈhændl	handle
ˈhaʊshoʊld	household
ˌɪm.pəlˈaɪt	impolite
rɪˈleɪʃnʃɪp	relationship
ræt	rat
ˈedɪtə(r)	editor
ˈpəʊ.ni	pony
fəˈren.zɪk	forensic
əˈɡriː.ə.bl̩	agreeable
ˈtəʊtl	total
ˈekspɜːt	expert
ˈvɒl.ən.tər.i	voluntary
ˈlaɪbri	library
ˈdɪfrəns	difference
ɪkˈstrɔːrdəneri	extraordinary
ˈkʌm.fət.ləs	comfortless
ˌlem.əˈneɪd	lemonade
ˈɪm.ɪ.teɪt	imitate
ˌəʊ.vəˈteɪk	overtake
ˈsɜː.tɪ.faɪd	certified
ðen	then
praʊl	prowl
pɑːm	palm
ˈhɪp.nə.taɪz	hypnotize
ˈfɒl.kən	falcon
ˈhel.pər	helper
tɜːk	turk
ðiː	thee
ˌpɜːsəˈnæləti	personality
əˈbrest	abreast
ˈprɒbəbli	probably
sper	spare
ˈstuːdioʊ	studio
ˌkɒr.ɪˈspɒnd	correspond
ʃɒk	shock
wɔːn	warn,worn
ˈdɪstəns	distance
plɑːt	plot
ʃerd	shared
ˈvɜːtɪkl	vertical
ˈtreɪ.nər	trainer
ɪnˈkriːsɪŋli	increasingly
frʌnt	front
ˈklʌs.tər	cluster
ɡɒlf	golf
ˈreɡjələli	regularly
ˈlɒk.ɪt	locket
ˈdɑː.ɡi	doggy
ˈfaɪnəli	finally
ɪnˈkred.ɪ.bli	incredibly
treɪl	trail
ˈkɒn.vənt	convent
ɪˈfem.ɪ.nət	effeminate
kwiːn	queen
ˈsɪəriəs	serious
ˈsɪŋɡl	single
leɡ	leg
fɪfθ	fifth
ˈfeðə(r)	feather
ʌnˈfeɪθ.fəl	unfaithful
brɪŋ	bring
slæŋ	slang
sweɪ	sway
ˈɑː.mə.mənt	armament
ˈlez.bi.ən	lesbian
ˈmɜː.kjʊ.ri	mercury
sʌn	son,sun
reə(r)	rare
ˈwɪnə(r)	winner
ˈsɪmələ(r)	similar
ˈsel.ər	cellar,seller
ˈtʌtʃ.daʊn	touchdown
ˈtæp.ɪ.stri	tapestry
skuːl	school
kənˈfaʊnd	confound
əˈprəʊtʃ	approach
ˈliː.ɡəl.i	legally
dɪˈzɜːtɪd	deserted
ˈɒm.lət	omelette
ˈen.vi.əs	envious
ˈɑːr.tʃɚ	archer
ˈtɒp.l̩	topple
ˈpækɪdʒ	package
ˈbæk.eɪk	backache
frɑːɡ	frog
ɪnˈfɔːml	informal
kənˈtempəreri	contemporary
zoʊn	zone
ˈɡʌvərn	govern
ˈkɔː.ʃən	caution
kruːd	crude
mɔːn	mourn
ˈtuːθ.peɪst	toothpaste
ɪˈmɜːs	immerse
dɪˈzɜːt	dessert
ˈprɑːses	process
bɒm	bomb
kəˈlɪɡ.rə.fi	calligraphy
ˈmeɪ.kər	maker
trænzˈmɪt.ər	transmitter
ɪnˈræpʧə	enrapture
siːð	seethe
reɪn	rain,rein,reign
ˈdɪə.rɪst	dearest
ˈsɑː.dɚ	solder
kɔː	caw
mɪks	mix
ˈfɪzɪkli	physically
ˈredʒ.ɪ.stəd	registered
ˈʃep.əd	shepherd
səkˈsesfl	successful
pɑːθ	path
rɪˈvɪʒn	revision
mɪŋk	mink
tɔːl	tall
ˈfɔːrti	forty
ˈtruːli	truly
ˈrestrɑːnt	restaurant
ˈledʒ.ənd	legend
ˌaʊtˈdɔːrz	outdoors
ɡləʊt	gloat
kæn	can
ɪˈliːt	elite
ˈspæt.ər	spatter
ˈhɑːdnɪs	hardness
ˈmaɪ.strəʊ	maestro
ˈfeəli	fairly
sɪlk	silk
əbˈstrʌk.ʃən	obstruction
ˈkrəʊ.ʃeɪ	crochet
krʌʃ	crush
ˈsteə.keɪs	staircase
ˌmɑː.dʒəˈriːn	margarine
joʊk	yolk,yoke
bəˈnɑːl	banal
skɔː	score
ˈsɪəriəsli	seriously
dʒɑː	jaw
ˈaɪlənd	island
ˈnəʊt.bʊk	notebook
ˈrek.ləs	reckless
prækˈtɪʃ.ən.ər	practitioner
ˈdʌbl	double
pɔːt	port
ˈkænsər	cancer
pɪn	pin
tʃeɪst	chaste
əˈkrɒs	across
rɪˈvəʊk	revoke
drɑːft	draft,draught
pəʊstˈpəʊn	postpone
ˌdaʊnˈləʊd	download
pəˈspaɪər	perspire
ˈsiːlɪŋ	ceiling
bɔːl	ball
pəˈspek.tɪv	perspective
ˈhæmə(r)	hammer
vɑːz	vase
ˈbraɪdz.meɪd	bridesmaid
nɔːrm	norm
ɪnˈfɜː.mə.ri	infirmary
ˈeniwʌn	anyone
briːð	breathe
koʊn	cone
əˈseɪl	assail
ʃeɪk	shake
ˈmɪʃ.ən	mission
ɪmˈpres	impress
ˈbaɪn.dɪŋ	binding
əˈsaɪn	assign
ekˈsen.trɪk	eccentric
ˈsɜːrfɪs	surface
swɔːrn	sworn
rɪˈsiː.vər	receiver
ˌek.spɜːˈtiːz	expertise
dɪˈsɒn.ər	dishonour
ˈhʌn.i	honey
ɔːˈθɒrəti	authority
ˈbɪznəsmæn	businessman
ˈkrɒk.ər.i	crockery
prɑːp	prop
ˈʃʊəli	surely
woʊk	woke
rɪˈkʌv.ər.i	recovery
ˈmɑːnɪtər	monitor
kwaɪr	choir
ˈbed.taɪm	bedtime
mɪˈræk.jʊ.ləs	miraculous
ʌpˈstæn.dɪŋ	upstanding
ˈsɜː.dʒər.i	surgery
pæk	pack
ˈsɪmbl	symbol
ˌpriːzenˈteɪʃn	presentation
ˈelɪɡənt	elegant
ˈprɒs.ɪ.kjuː.tər	prosecutor
dɪˈsmæn.tl̩	dismantle
ˈflaʊə(r)	flower,flour
ˈkləʊk.rʊm	cloakroom
tʃɑːt	chart
ˈpɜː.mə.nənt.li	permanently
ˈstepˌfɑː.ðər	stepfather
ˈpær.ə.sɒl	parasol
ˈdjuː.li	duly
ˈɡʌn.faɪər	gunfire
ˈpaɪlətɪʤ	pilotage
pres	press
kəˈmɜːrʃl	commercial
ɪkˈsaɪt	excite
əˈsaɪn.mənt	assignment
ɔːlˈraɪt	alright
ˈfɔː.mən	foreman
ˈtwaɪ.laɪt	twilight
ɪˈnɔː.dɪ.bl̩	inaudible
ˈnjuː.li.wed	newlywed
ˈpaʊdə(r)	powder
dɪˈvəʊtɪd	devoted
mɪl	mill
ˈkʌtə	cutter
ˈswet.i	sweaty
rɒθ	wrath
ɪnˈdʌldʒ	indulge
ˈɔɪ.stər	oyster
tekˈnɒlədʒi	technology
ˈkætəɡəri	category
məˈmɔː.ri.əl	memorial
ˈæk.rɪd	acrid
ˈæn.tʃə.vi	anchovy
rəʊt	wrote
tʃiːt	cheat
ˈdɔː.weɪ	doorway
druːp	droop
ˈblʌb.ər	blubber
wʊlf	wolf
snɔːt	snort
ˈʧæstɪzmənt	chastisement
ˈtʃɜːtʃ.jɑːd	churchyard
fen	fen
ʌnˈdʌn	undone
lɒs	loss
hɑːm	harm
ˈkəʊ.lə	cola
dɪˈspɜːs	disperse
ˈpræktɪkli	practically
ˈzɪərəʊ	zero
ˌɪn.əˈveɪ.ʃən	innovation
ˈmeʒəmənt	measurement
ˈden.təl	dental
ˈtæk.i	tacky
ˈpɔː.li	poorly
ɪnˈvɑːlv	involve
ˈpɒn.dər.əs	ponderous
wɔːmθ	warmth
ˈbʌm.pi	bumpy
ˈhevɪli	heavily
ˈɡæmblɪŋ	gambling
kənˈtempt	contempt
əˈlaɪt	alight
ˈtʃæp.əl	chapel
ˈkɒŋ.kər	conquer
ˈhæn.dɪ.kæpt	handicapped
ɪnˈlaɪ.tən	enlighten
ˌaʊtˈraɪt	outright
dɪtʃ	ditch
ˈhɑːr.bɚ	harbour
ˈeksɪt	exit
ˈlɪt.ər.ər.i	literary
ˈfɪʃə	fisher
ˌɪntəˈrʌpʃn	interruption
paʊnd	pound
ˈtʃæptər	chapter
ˌdem.ənˈstreɪ.ʃən	demonstration
ˈnuːkliər	nuclear
prəˈpɔːrʃn	proportion
kɔː(r)	core
blʌf	bluff
kɑː(r)	car
hɑːrp	harp
fiːnd	fiend
ˈmoʊtər	motor
kənˈsʌl.tənt	consultant
ˈbʊl.ə.vɑːrd	boulevard
ˈdrɔː.bæk	drawback
ˈdɑːktər	doctor
held	held
meə(r)	mayor
ˈdɪstrɪkt	district
ˈɡɪɡ.l̩	giggle
ˈdæm.ɪ.dʒɪŋ	damaging
ˈel.ɪ.veɪt	elevate
kloʊn	clone
ləʊ	low
ˈsɪmpəθi	sympathy
bɜːst	burst
ɪkˈstɜː.nəl	external
ˈvjuː.ər	viewer
ˈæf.lu.ənt	affluent
ˈkæt̬.əl.ɑːɡ	catalogue
ˈpɜːrpəs	purpose
ˈek.saɪl	exile
ɪkˈstend	extend
ˈkʌbərd	cupboard
ˈɡɑː.spəl	gospel
trentʃ	trench
ˈfræk.tʃər	fracture
roʊz	rose
pəˈlær.ə.ti	polarity
dɪˈstrʌkʃn	destruction
əˈmɪdst	amid
prəˈkleɪm	proclaim
ˈɡlæd.li	gladly
ˈprəʊ.tə.taɪp	prototype
wɒt	what
ˈlaɪ.tər	lighter
sæŋ	sang
ʌnˈwɜː.ði	unworthy
ˌef.ɪˈkeɪ.ʃəs	efficacious
ˌfɪfˈtiːn	fifteen
ˈkres.ənt	crescent
ɡroʊv	grove
ˈsæt̬.ən	satin
ˈtɑː.pl̩	topple
frʌnˈtɪər	frontier
ˈɡluː.mi	gloomy
hjuːdʒ	huge
ˌprɪnˈses	princess
ˈkʌzn	cousin
ˈwɜːriɪŋ	worrying
ˈmʌs.təd	mustard
rɪˈzaɪd	reside
təˈɡeðə(r)	together
mer	mare
ˈfɒl.sɪ.faɪ	falsify
ˌpɝː.səˈvɪr	persevere
ˈfjuː.dʒɪ.tɪv	fugitive
ˈʌnjən	onion
ˌoʊ.vɚˈfloʊ	overflow
ˌreprɪˈzentətɪv	representative
ˈneɪbərhʊd	neighbourhood
ˈɪr.ɪ.teɪ.tɪŋ	irritating
ˈsæt.ɪn	satin
ˈhɑː.t̬i	haughty
ˈreɪsɪŋ	racing
pliːzd	pleased
rɪˈfɔːm	reform,reform
ˈpjʊə.rɪ.faɪ	purify
ˌædvərˈtaɪzmənt	advertisement
məˈdʒɪʃ.ən	magician
ˈster.i.ə.taɪp	stereotype
ˌɪntərˈvenʃn	intervention
dɪˈzɜːv	deserve
ˈtwɪt.ər	twitter
ˈskaʊn.drəl	scoundrel
skwiːk	squeak
nʌdʒ	nudge
ˌpɒp.jʊˈlær.ə.ti	popularity
ˈθʌrəli	thoroughly
ˌdɪs.ɪnˈher.ɪt	disinherit
rɪˈpɔː.tər	reporter
ˈhaɪ.nəs	highness
feɪm	fame
ɪmˈprɒb.ə.bl̩	improbable
ˈləʊn.li.nəs	loneliness
ˌdel.ɪ.kəˈtes.ən	delicatessen
ɡɪft	gift
ˈfaɪər.ɑːm	firearm
rəʊˈtʌnd	rotund
ˈdɔːtər	daughter
eɪl	ale,ail
fɔːˈmæl.ə.ti	formality
hʌsk	husk
plaɪt	plight
ˈmez.mə.raɪz	mesmerize
əˈkʌm.plɪs	accomplice
ˈɪr.ɪŋ	earring
prɒkˈsɪm.ɪ.ti	proximity
ɪnˈkɔː.pər.eɪt	incorporate
fens	fence
feər	fare
mɪst	mist
vəʊˈkeɪ.ʃən.əl	vocational
ˈprɪz.əm	prism
rɪˈkɜːr.ənt	recurrent
ˈkæri	carry
drɒp	drop
flæɡ	flag
truːp	troop
ʌnˈɡreɪt.fəl	ungrateful
ˌprɒk.ləˈmeɪ.ʃən	proclamation
rɪˈpjuːt	repute
kwaɪt	quite
roʊt	wrote
ˈbɪljən	billion
ˈrɪt.ju.əl	ritual
ˈtəʊ.stər	toaster
ˈkrʌm.pl̩	crumple
ˈfjuːər	fewer
blʌd	blood
dɪˈtekt	detect
ˈkɒf.ɪn	coffin
ˈkɒntent	content
nəˈɡəʊ.ʃi.eɪt	negotiate
pɝː	purr
blæst	blast
spɑːrk	spark
ˌmær.əˈwɑː.nə	marijuana
ˈbɑː.t̬l̩d	bottled
ədˈhɪə.rəns	adherence
ˈkær.ɪdʒ	carriage
pəˈtɜː.nɪ.ti	paternity
dɪər	deer
ˌær.ɪˈstɒk.rə.si	aristocracy
beɪk	bake
ˈɡɜːlfrend	girlfriend
ʌnˈlaɪkli	unlikely
ˈtekst.bʊk	textbook
tʃɑːk	chalk
bruːt	brute
ˈkæn.dər	candour
let	let
ˈfreɪ.ɡrəns	fragrance
ˈfʌndˌreɪ.zər	fundraiser
ɪnˌvaɪrənˈmentl	environmental
pɪkˈtɔː.ri.əl	pictorial
ˈtəʊtəli	totally
niː	knee
ˈhaʊzɪŋ	housing
ədˈvaɪ.zɪd.li	advisedly
mɒm	mom
aɪˈdentəti	identity
ˈæroʊ	arrow
rɪˈzɒlv	resolve
ˈɔː.tʃəd	orchard
ˈnɜːvəs	nervous
dreɪk	drake
ˈkloʊ.ʒɚ	closure
pæθ	path
ˈkɒfi	coffee
dɪɡ	dig
kwəʊt	quote
ˈkʌrəntli	currently
ˈspɑːn.sɚ	sponsor
ˈkɒm.ɜːs	commerce
ˌkɒm.prɪˈhend	comprehend
pliːz	please
əˈdʒʌst.mənt	adjustment
kənˈfed.ər.ət	confederate
səbˈmɜːdʒ	submerge
ˈpæn.θər	panther
ˈdʒɜː.nə.lɪ.zəm	journalism
pɑː	paw
dɪˈsɜːn	discern
ɪˈdʒekt.ʃən	ejection
ˈwɔː.lɒk	warlock
ˈɒpəsɪt	opposite
ˈstrʌktʃər	structure
ˈklɔɪ.stər	cloister
ˌres.tərˈeɪ.ʃən	restoration
ˈsɝː.kjʊ.lɚ	circular
ˈʃædoʊ	shadow
təʊl	toll
ʌmˈbrelə	umbrella
ˈsɒf.ə.mɔːr	sophomore
kəʊst	coast
əˈmend.mənt	amendment
ˈbɒrəʊ	borrow
ˈserəməni	ceremony
ˈbrɔːdkæst	broadcast
ˈloʊnli	lonely
dɪˈskʌʃn	discussion
ˌkɑːntrɪˈbjuːʃn	contribution
ɪˈmens	immense
əˌlɔːŋˈsaɪd	alongside
kəˈlek.tɪv	collective
smɑːt	smart
ˌɑːˈmen	amen
ɡriːd	greed
ʌnˈsɜːtn	uncertain
treɪ	tray,trey
ˈdəʊ.nʌt	doughnut,donut
ænˈten.ə	antenna
njuː	new,knew
ʃɑːrk	shark
ˈwɑː.tʃɚ	watcher
ˈkrɪtɪsaɪz	criticize
ˈɑːdli	oddly
ˈfaɪə.ri	fiery
ˈɪndəstri	industry
ˈɑːrm.tʃer	armchair
rɪˈpleɪs	replace
ˈkɑːr.vɚ	carver
ˈɡɑː.di.ən	guardian
ˈəʊ.di.əs	odious
ʃætˈoʊ	chateau
plɒd	plod
ˈlɔːjər	lawyer
ˈaʊə.ɡlɑːs	hourglass
mɝːθ	mirth
klɔːz	clause
taʊn	town
ˈreɪ.sɪ.zəm	racism
ˌkæp.ʊˈtʃiː.nəʊ	cappuccino
ˈmɪn.ɪ.maɪz	minimize
neɪm	name
ˈlaɪbrəri	library
ˌʌnˈlaɪk	unlike
lɑːd	lard
ˈmær.ɪ.təl	marital
əˈkʌstəm	accustom
ˌdaɪ.əˈriː.ə	diarrhoea
ˈlesn	lesson
pʌn	pun
ˈhɪn.drəns	hindrance
tæp	tap
əˈlaɪk	alike
kəˈmɑːnd.mənt	commandment
əˈbaʊt	about
dɪŋ	ding
ˌkeɪ.pəˈbɪl.ɪ.ti	capability
ˈfɪdʒ.ɪt	fidget
rɪˌspɒnsəˈbɪləti	responsibility
ˈenibɒdi	anybody
saɪˈkɒl.ə.dʒi	psychology
dɪˈpriː.ʃi.eɪt	depreciate
ˈfɪn.ɪʃ	Finnish
əs	us
weəˈbaɪ	whereby
ˈkæl.əm.ni	calumny
ˈflʌk.tju.eɪt	fluctuate
ˈdeɪ.tɪd	dated
spʌndʒ	sponge
ˌkwɒlɪfɪˈkeɪʃn	qualification
ˈkʌl.ə.ləs	colourless
riːðz	wreath
prəˈpɔːʃn	proportion
fəˈlɑːsəfi	philosophy
sketʃ	sketch
ˈmɒd.juːl	module
ˈsuː.ðɪŋ	soothing
pænt	pant
ˈpɝː.tən.ənt	pertinent
ˈbɜː.ɡər	burger
ˈvæljuəbl	valuable
ən	an
ˈlaɪvli	lively
ˌdɪsəˈɡriːmənt	disagreement
waɪf	wife
klæmp	clamp
tʃeɪs	chase
ˈmɪnɪməm	minimum
ˈfɪb.ər	fibber
ˈsɔːftli	softly
prɪˈzaɪd	preside
tʃæsˈtaɪz	chastise
əbˈzɜː.vəns	observance
ˈnɪrli	nearly
ˈfaɪr.wɝːk	firework
ɡɔːdʒ	gorge
ˈbɑːθruːm	bathroom
kriˈeɪ.tɪv	creative
ˈfel.ə.ni	felony
ˈfɑːmə(r)	farmer
suːð	soothe
ˈfɝː.i	furry
dɪˈvɔɪd	devoid
ˈɑːbviəsli	obviously
ɪmˈbɒd.ɪ.mənt	embodiment
ˈstræŋ.ɡl̩	strangle
ˈsæn.ɪ.tər.i	sanitary
ˈmoʊʃn	motion
ˈdaɪ.nər	diner
ˌɔːrɡənəˈzeɪʃn	organization
ɪmˈplɔɪmənt	employment
ˈset.bæk	setback
əˈfɔːd	afford
ˈjuːnɪfɔːrm	uniform
dɪˈvɔːst	divorced
ˈkɒnflɪkt	conflict
frʌsˈtreɪ.tɪŋ	frustrating
rɪˈvɒlv	revolve
əˈɡoʊ	ago
feɪt	fate
tɔːr	tore
ˈmuːn.laɪt	moonlight
nəʊz	nose
ˈruːlər	ruler
ˈkɒntrɑːst	contrast
kənˈsiːd	concede
ˈneɪm.li	namely
pəˈlɪtɪkl	political
ɪˈmædʒɪnəri	imaginary
rɪˈməʊt.li	remotely
ˈliː.vər.ɪdʒ	leverage
kənˈspɪr.ə.si	conspiracy
tʃer	chair
ˈsɪɡnətʃər	signature
kənˈteɪdʒəs	contagious
ˈkɒnsəʊl	console
ˈɑː.də.tɔːr.i	auditory
pæn	pan
ɡrɑːsp	grasp
ɡʌlf	gulf
ˈbriːf.keɪs	briefcase
ɪnˈevɪtəbli	inevitably
ləʊf	loaf
ˌaʊtˈdɔːz	outdoors
ˈhaʊsˌkiː.pər	housekeeper
ɡliːm	gleam
ləˈment	lament
swɝːv	swerve
loʊd	load
ˈnætʃrəl	natural
ɪnˈfɔːm	inform
ˈɔː.θə.dɒks	orthodox
bruːm	broom
sniːz	sneeze
ˈfruːt.fəl	fruitful
məˌtɪə.ri.əˈlɪs.tɪk	materialistic
ˈfɒləʊɪŋ	following
ˈbrɪs.l̩	bristle
ˈvɜːtʃuəli	virtually
ɡreɪ	gray
ˈfaɪ.tər	fighter
əˈdɪʃənl	additional
ˈfɑː.loʊ.ɚ	follower
paɪl	pile
tʃɝːp	chirp
ˈdʒiː.ni.əl	genial
ˈætməsfɪr	atmosphere
ˈvɪzəbl	visible
rɪˈstreɪn	restrain
ˈaʊtdɔːr	outdoor
ˈreɪ.di.əs	radius
ɪˈnɑː.pɚ.tuːn	inopportune
ˈhɑː.bl̩	hobble
ˈsekʃuəl	sexual
prɪˈpeə(r)	prepare
ɡriːf	grief
ˈkʌl.prɪt	culprit
ˈprɪm.rəʊz	primrose
ˌriː.əˈʃɔːr	reassure
ˈʃʊɡər	sugar
ɪkˈskriːt	excrete
dɪˈlɪr.i.əs	delirious
rɪˈpeə(r)	repair
ˈfɪs.kəl	fiscal
ˈleɪ.si	lacy
slaɪs	slice
ˌendʒɪˈnɪr	engineer
ˈfriː.kwən.si	frequency
ˈzɪp.ər	zipper
sɪɡˈnɪfɪkənt	significant
ˈkəʊ.mə	coma
ˈmæn.li	manly
ˈfænsi	fancy
ˈɒpʃn	option
dɪsˈɡreɪs.fəl	disgraceful
stʌb	stub
ˈwaɪld.laɪf	wildlife
kliːv	cleave
rɪˈmeɪn	remain
ˈɡlɔː.ri	glory
nɪt	knit
ˈaʊt.reɪdʒ	outrage
ˈeə.ri.əl	aerial
ˈmɜː.tʃənt	merchant
ʃuː	shoe
sɔːt	sort,sought
ˈtrəʊ.fi	trophy
stɔːl	stall
ˈpæd.lɒk	padlock
bloʊt	bloat
ˈsæl.i	sally
bɪˈheɪv	behave
ˈkemɪstri	chemistry
ˌæn.ti.baɪˈɒt.ɪk	antibiotic
əˈdʌl.tər.i	adultery
dɪˈnaʊns	denounce
ˈɑːnsə(r)	answer
ˈɔːr.θə.dɑːks	orthodox
brʊk	brook
əˈplɔːd	applaud
ɪnˈsɜː.kl̩	encircle
ˈfɔːr.ə.nɚ	foreigner
praɪˈɒrəti	priority
dɑːrn	darn
ˈfəʊtəʊkɒpi	photocopy
stɪŋ	sting
ˈriː.fʌnd	refund
helm	helm
priːˌɒk.jʊˈpeɪ.ʃən	preoccupation
ˈsekəndri	secondary
ˈdef.ɪ.sɪt	deficit
ɪnˈstrʌk.tər	instructor
prɒm	prom
rɪˈspɑːnsəbl	responsible
ˌkɒn.fɪˈden.ʃəl	confidential
kənˈtend	contend
bɪˈset	beset
bləʊ	blow
bəʊl	bowl
ɪmˈbrɔɪ.dər	embroider
ˈlʊk.aʊt	lookout
ˈfɪl.mɪŋ	filming
ˌɡʊdˈbaɪ	goodbye
ɪkˈskluːd	exclude
rɪˈzem.bləns	resemblance
dɪˈkɒk.ʃən	decoction
bɑːm	bomb,balm
lɒft	loft
ˈdefɪnət	definite
dɪˈspəʊ.zəl	disposal
ˈflæt.ər	flatter
ɪnˈvɒl.ən.tər.i	involuntary
rɑːb	rob
ˌmænjuˈfæktʃərər	manufacturer
ˈbær.ən	barren
skræp	scrap
ˌprepəˈreɪʃn	preparation,preparation
ˈʃer.ɪf	sheriff
ˈprɒpə(r)	proper
ˈmɒd.ər.ət	moderate
ˈpɜː.pəs.li	purposely
rɪˈbjuːk	rebuke
refjuːˈteɪʃn	refutation
prəˈtekt	protect
bɜːθ	birth,berth,berth
stæmp	stamp
ˈentri	entry
ˈræd.ɪʃ	radish
kəˈlɪʒ.ən	collision
hɑːˈməʊ.ni.əs	harmonious
ˈɜːli	early
djuː	due,dew
ˈfeðər	feather
ˈpeɪ.stri	pastry
ˈnæn.i	nanny
soʊp	soap
ˈfeɪ.sɪŋ	facing
dɪˈvəʊ.ʃən	devotion
kəmˈpjuːtə(r)	computer
ˌveriˈeɪʃn	variation
ˌhɑːfˈweɪ	halfway
dʒeɪ	jay
tʃes	chess
ˈɡræn.ɪt	granite
dəˈrektər	director
ˈfoʊkəs	focus
ˈtelɪvɪʒn	television
ˈsæn.dɪ	sandy
ˈteknɪkl	technical
swɑːmp	swamp
ˈteɪ.sti	tasty
ˈʌðə(r)	other
ˈder.ə.lɪkt	derelict
dɪˈskriːt	discreet
əˌkɑːməˈdeɪʃn	accommodation
hɪˈstɔːrɪkl	historical
ɪˈfɪʃnt	efficient
kræm	cram
pɜːtʃ	perch
maɪn	mine
ˈkʌltʃə(r)	culture
məˈlɪɡ.nənt	malignant
ʌnˈfɪt	unfit
təʊd	toad
ˈtɒl.ər.əns	tolerance
ˈhaɪ.bə.neɪt	hibernate
raɪt	right,write,rite
ˈmentl	mental
ˈmɪnɪstə(r)	minister
ˈdʒem.ɪ.naɪ	Gemini
ˈslen.dər	slender
kɔːt	court,caught
ˈθɜːrsti	thirsty
ɪmˈpɔːtns	importance
spɪər	spear
stoʊl	stole
ɪɡˈzɒt.ɪk	exotic
ɪnˈtæŋ.ɡl̩	entangle
ˈdeɪ.laɪt	daylight
θɪk	thick
fjuː	few
ˈroʊ.teɪt	rotate
ˈkɒŋkriːt	concrete
sɝːf	surf
snuːp	snoop
ˈæn.ti.dəʊt	antidote
ˌdes.tɪˈneɪ.ʃən	destination
læŋk	lank
səˈpəʊz	suppose
ˈeɪti	eighty,eighty
ˈsædnəs	sadness
bler	blare
ɪɡˈzæktli	exactly
kwɪk	quick
ˈkɪləmiːtər	kilometre
ˈseɪ.krɪd	sacred
ˈkaʊn.tes	countess
ˌriː.prəˈdʌk.ʃən	reproduction
ˈflɪk.ər	flicker
ˈɪm.pɪ.təs	impetus
həʊl	whole,hole
səˈpres	suppress
ˈaɪðər	either
ɪnˈtaɪər	entire
ˈfeɪməs	famous
prəˈtekʃn	protection
məˈtɪriəl	material
sməʊk	smoke
ˌvedʒ.ɪˈteə.ri.ən	vegetarian
ˈmʌni	money
ˈkɒɡ.neɪt	cognate
ˌriːˈraɪt	rewrite
pɔːrt	port
ˈkaʊnsl	council
ˈlɪb.ə.ti	liberty
skoʊld	scold
ˈmæn.paʊər	manpower
ˈkreɪ.vɪŋ	craving
hɪm	him
ɡriːv	grieve
ədˈvɜː.sə.ti	adversity
prɪˈven.ʃən	prevention
vəʊɡ	vogue
sʊər	sewer
ˈmʌð.ə.hʊd	motherhood
ˈɑː.bɪ.trər.i	arbitrary
koʊlt	colt
ɪnˈreɪdʒ	enrage
ˈdɔːnt.ləs	dauntless
ˈtʌnl	tunnel
kreɪn	crane
præm	pram
ˈpaɪr.ət	pirate
ˈdæn.dɪ.laɪ.ən	dandelion
məˈkæn.ɪ.kəl	mechanical
ˈruːmə(r)	rumour
ˈenibɑːdi	anybody
ˌɪn.ɪˈfek.tɪv	ineffective
rɪˈɡɑːd.ləs	regardless
ˈkʌr.ən.si	currency
klɑːz	clause
ˈber.i	berry
ˈbaʊ.əl	bowel
rɪˈtɜːrn	return
skɪp	skip
oʊk	oak
dɪˈstɪŋɡwɪʃ	distinguish
lænd	land
hɪl	hill
spɪn	spin
ˈɔːrɡənaɪz	organize
ˈbæŋ.ɪŋ	banging
flɑːsk	flask
pərˈmɪʃn	permission
dɪˈskraɪb	describe
ˈmɒdl	model
ˌʌn.dɪˈnaɪ.ə.bl̩	undeniable
hɑːrd	hard
ˈwestən	western
